site_name,year,long_name,Source,lat,lon,coord_datum,alt,alt_datum,site_type,COMID,VPU,ndays,nyears,ann_GPP_C,ann_ER_C,PAR_sum,Stream_PAR_sum,Wtemp_mean,Wtemp_cv,Wtemp_skew,Wtemp_kurt,Wtemp_amp,Wtemp_phase,Wtemp_ar1,Disch_mean,Disch_cv,Disch_skew,Disch_kurt,Disch_amp,Disch_phase,Disch_ar1,PAR_mean,PAR_cv,PAR_skew,PAR_kurt,PAR_amp,PAR_phase,PAR_ar1,LAI_mean,LAI_cv,LAI_skew,LAI_kurt,LAI_amp,LAI_phase,LAI_ar1,dvqcoefs.c,Azimuth,tree_height,Width,MOD_ann_NPP,dvqcoefs.f,dvqcoefs.a,dvqcoefs.b,dvqcoefs.k,dvqcoefs.m,struct.canal_flag,struct.dam_flag,struct.npdes_flag,slope_calc,HYRIV_ID,HydroATLAS_near_dist_m,HydroATLAS_dis_m3_pyr,HydroATLAS_run_mm_cyr,HydroATLAS_ria_ha_csu,HydroATLAS_ele_mt_cav,HydroATLAS_ele_mt_cmn,HydroATLAS_ele_mt_cmx,HydroATLAS_slp_dg_cav,HydroATLAS_slp_dg_uav,HydroATLAS_sgr_dk_rav,HydroATLAS_tmp_dc_cyr,HydroATLAS_tmp_dc_uyr,HydroATLAS_tmp_dc_c01,HydroATLAS_tmp_dc_c02,HydroATLAS_tmp_dc_c03,HydroATLAS_tmp_dc_c04,HydroATLAS_tmp_dc_c05,HydroATLAS_tmp_dc_c06,HydroATLAS_tmp_dc_c07,HydroATLAS_tmp_dc_c08,HydroATLAS_tmp_dc_c09,HydroATLAS_tmp_dc_c10,HydroATLAS_tmp_dc_c11,HydroATLAS_tmp_dc_c12,HydroATLAS_pre_mm_cyr,HydroATLAS_pre_mm_uyr,HydroATLAS_pre_mm_c01,HydroATLAS_pre_mm_c02,HydroATLAS_pre_mm_c03,HydroATLAS_pre_mm_c04,HydroATLAS_pre_mm_c05,HydroATLAS_pre_mm_c06,HydroATLAS_pre_mm_c07,HydroATLAS_pre_mm_c08,HydroATLAS_pre_mm_c09,HydroATLAS_pre_mm_c10,HydroATLAS_pre_mm_c11,HydroATLAS_pre_mm_c12,HydroATLAS_ari_ix_cav,HydroATLAS_ari_ix_uav,HydroATLAS_glc_cl_cmj,HydroATLAS_wet_pc_cg2,HydroATLAS_wet_pc_ug2,HydroATLAS_for_pc_cse,HydroATLAS_for_pc_use,HydroATLAS_crp_pc_cse,HydroATLAS_crp_pc_use,HydroATLAS_ppd_pk_cav,HydroATLAS_ppd_pk_uav,HydroATLAS_rdd_mk_cav,HydroATLAS_rdd_mk_uav,HydroATLAS_hdi_ix_cav,HydroATLAS_urb_pc_cse,HydroATLAS_urb_pc_use,NHD_near_dist_m,IGBP_LC_Type1Class2018,IGBP_LU_category,US_state,region,reach_proportion,NHD_STREAMORDE,NHD_HYDROSEQ,NHD_STARTFLAG,NHD_REACHCODE,NHD_AREASQKM,NHD_TOTDASQKM,NHD_LENGTHKM,NHD_SLOPE,NHD_SLOPELENKM,NHD_TIDAL,NHD_MAXELEVSMO,NHD_MINELEVSMO,NHD_AREASQKM_corr,NHD_TOTDASQKM_corr,areal_corr_factor,ElevWs,PrecipWs,TminWs,TmaxWs,TmeanWs,RunoffWs,PctImp2006Ws,PctImp2008Ws,PctImp2011Ws,PctImp2001Ws,PctImp2013Ws,PctImp2019Ws,PctImp2016Ws,PctImp2004Ws,PctOw2011Ws,PctIce2011Ws,PctUrbOp2011Ws,PctUrbLo2011Ws,PctUrbMd2011Ws,PctUrbHi2011Ws,PctBl2011Ws,PctDecid2011Ws,PctConif2011Ws,PctMxFst2011Ws,PctShrb2011Ws,PctGrs2011Ws,PctHay2011Ws,PctCrop2011Ws,PctWdWet2011Ws,PctHbWet2011Ws,PctOw2016Ws,PctIce2016Ws,PctUrbOp2016Ws,PctUrbLo2016Ws,PctUrbMd2016Ws,PctUrbHi2016Ws,PctBl2016Ws,PctDecid2016Ws,PctConif2016Ws,PctMxFst2016Ws,PctShrb2016Ws,PctGrs2016Ws,PctHay2016Ws,PctCrop2016Ws,PctWdWet2016Ws,PctHbWet2016Ws,HUDen2010Ws,PopDen2010Ws,SN_2008Ws,NO3_2008Ws,InorgNWetDep_2008Ws,NH4_2008Ws,DamNIDStorWs,DamNrmStorWs,NABD_NIDStorWs,NABD_NrmStorWs,DamDensWs,SuperfundDensWs,NPDESDensWs,TRIDensWs,RdDensWs,NABD_DensWs,PctCarbResidWs,PctNonCarbResidWs,PctAlkIntruVolWs,PctSilicicWs,PctExtruVolWs,PctColluvSedWs,PctGlacTilClayWs,PctGlacTilLoamWs,PctGlacTilCrsWs,PctGlacLakeCrsWs,PctGlacLakeFineWs,PctHydricWs,PctEolCrsWs,PctEolFineWs,PctSalLakeWs,PctAlluvCoastWs,PctCoastCrsWs,PctWaterWs,CBNFWs,FertWs,ManureWs,WtDepWs,OmWs,PermWs,RckDepWs,BFIWs,HydrlCondWs,NWs,Al2O3Ws,CaOWs,Fe2O3Ws,K2OWs,MgOWs,Na2OWs,P2O5Ws,SWs,SiO2Ws,precip_runoff_ratio
nwis_01646500,2015,"POTOMAC RIVER NEAR WASH, DC LITTLE FALLS PUMP STA",USGS (Powell Center),38.94977778,-77.12763889,"NAD83",37.2,"NAVD88",ST,4512772,02,269,1,833.5207413469019,-792.5619347833726,12.3385902024168,11.77009635313105,15.29,0.37,-0.03,-0.03,1.35,209.24415269815432,0.911,263.26,0.44,0.4,0.29,0.7,85.3145688967501,0.871,33.8,0.28,0,-0.02,1.16,176.98651090056453,0.195,1.72,0.38,0.18,-0.09,1.37,194.07359535676076,0.821,1.24806090550164,166.79903088881218,22,417.576,556.775,0.20618488084513,18.8479524071742,0.37381511915487,0.0425108749919093,0.42,0,0,0,0.008380407,70595828,89.16916075,356.666,464,42.6,75,16,119,34,65,6,128,106,2,17,66,121,176,223,247,238,200,136,80,25,1032,1003,72,70,87,79,99,92,97,102,91,79,84,80,91,92,22,35,5,0,75,0,22,1008.942,81.893,9371,710,953,100,5,235.6169492,17,water,Maryland,MD,0.682232,7,200005364,0,02070008001579,2.3733,29947.1013,1.57,0.00228025,1.57,0,1044,686,1.61914,29946.34714,0.9999748169282748,386.3011,1025.8785867904094,-5.998197298043327,17.377542125539588,11.167074733332274,400.5251,2.52,2.6,2.65,2.3,2.74,2.86,2.79,2.4,0.62,0,6.03,3.14,1.37,0.46,0.24,45.15,1.63,10.61,0.4,1.01,21.69,7.09,0.47,0.1,0.62,0,6.03,3.19,1.49,0.5,0.23,45.13,1.65,10.71,0.43,0.82,21.42,7.22,0.48,0.09,32.915,80.948,539.1247,8.4459,3.6801,2.288,32225.1065,12347.9448,35427.1046,16074.1378,0.0129,0.0016,0.0021,0.0131,2.6305,0.0095,14.6,7.42,0,9.26,0,62.77,0,0,0,0,0,0,0,0,0,5.95,0,0,4.6373,8.4413,18.8737,163.714,0.6595,9.4295,111.5472,43.823,1.4015,0.0569,7.2561,12.7876,3.1064,1.4894,3.5126,0.7853,0.1787,0.2815,49.6027,2.56133407566819
nwis_01646500,2016,"POTOMAC RIVER NEAR WASH, DC LITTLE FALLS PUMP STA",USGS (Powell Center),38.94977778,-77.12763889,"NAD83",37.2,"NAVD88",ST,4512772,02,309,1,550.3959339196093,-508.2037003968551,12.503296183946398,11.920478005165966,16.07,0.35,-0,-0.02,1.37,206.14129753235386,0.872,281.41,0.53,0.47,0.27,0.76,73.51838143295613,0.753,34.16,0.26,0.03,-0.01,1.14,181.63121160291968,0.237,1.9,0.38,0.18,-0.06,1.37,203.37377610816102,0.824,1.24806090550164,166.79903088881218,22,417.576,556.775,0.20618488084513,18.8479524071742,0.37381511915487,0.0425108749919093,0.42,0,0,0,0.008380407,70595828,89.16916075,356.666,464,42.6,75,16,119,34,65,6,128,106,2,17,66,121,176,223,247,238,200,136,80,25,1032,1003,72,70,87,79,99,92,97,102,91,79,84,80,91,92,22,35,5,0,75,0,22,1008.942,81.893,9371,710,953,100,5,235.6169492,17,water,Maryland,MD,0.682232,7,200005364,0,02070008001579,2.3733,29947.1013,1.57,0.00228025,1.57,0,1044,686,1.61914,29946.34714,0.9999748169282748,386.3011,1025.8785867904094,-5.998197298043327,17.377542125539588,11.167074733332274,400.5251,2.52,2.6,2.65,2.3,2.74,2.86,2.79,2.4,0.62,0,6.03,3.14,1.37,0.46,0.24,45.15,1.63,10.61,0.4,1.01,21.69,7.09,0.47,0.1,0.62,0,6.03,3.19,1.49,0.5,0.23,45.13,1.65,10.71,0.43,0.82,21.42,7.22,0.48,0.09,32.915,80.948,539.1247,8.4459,3.6801,2.288,32225.1065,12347.9448,35427.1046,16074.1378,0.0129,0.0016,0.0021,0.0131,2.6305,0.0095,14.6,7.42,0,9.26,0,62.77,0,0,0,0,0,0,0,0,0,5.95,0,0,4.6373,8.4413,18.8737,163.714,0.6595,9.4295,111.5472,43.823,1.4015,0.0569,7.2561,12.7876,3.1064,1.4894,3.5126,0.7853,0.1787,0.2815,49.6027,2.56133407566819
nwis_01648010,2013,"ROCK CREEK AT JOYCE RD WASHINGTON, DC",USGS (Powell Center),38.96016667,-77.0420556,"NAD83",136.78,"NAVD88",ST,22338431,02,267,1,110.26580156767972,-216.8201064757952,12.047219074900799,4.207823378606394,13.91,0.32,0.01,-0.08,1.37,199.81221848304932,0.835,2.08,0.49,0.47,0.31,0.24,71.47569360978248,0.484,33.01,0.28,0.03,0,1.15,174.75702117588742,0.136,2.59,0.42,0.07,-0.19,1.38,197.37079083996917,0.845,0.424008958,168.30332780311565,26,13.167360000000002,758.5303571428572,0.459873659,17.32274186,0.140126341,0.136147080957239,0.4,95,80,50,0.018240026,70596031,98.67707189,2.814,475,14.646,94,29,143,22,19,31,126,123,1,16,65,120,174,221,246,237,198,135,79,24,1050,1052,73,71,88,81,102,94,98,103,92,81,85,82,93,94,22,38,38,3,9,0,11,2289.807,1605.981,11423,7891,953,100,81,0.064183292,13,urban,Maryland,MD,0.724048,3,200023331,0,02070010000088,19.2591,171.4914,9.4,0.00365,9.4,0,5421,1990,13.94451,166.17681,0.9690095829878348,114.6261,1082.8680629837856,-4.393169136132315,18.45915181293728,12.890962287363946,408.6413,21.19,21.26,21.52,20.87,21.82,22.11,21.95,21.06,0.34,0,29.34,26.52,10.1,4.79,0.04,19.09,0.04,1.32,0.18,0.1,6.2,0.28,1.61,0.03,0.33,0,29,26.61,10.56,4.93,0.04,19.06,0.05,1.33,0.14,0.16,5.85,0.3,1.62,0.03,608.1356,1529.788,607.6985,9.4129,4.2596,2.7532,109242.1791,10192.0047,109242.1791,10192.0047,0.0175,0.035,0,0.0583,8.2148,0.0175,0,54.89,0,45.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0725,2.7885,0,161.1045,0.5091,5.4005,150.4212,48.1078,1.3657,0.0278,14.0598,2.3257,4.4579,2.552,2.6694,2.0812,0.1226,0.1789,66.5153,2.649923204002595
nwis_01648010,2014,"ROCK CREEK AT JOYCE RD WASHINGTON, DC",USGS (Powell Center),38.96016667,-77.0420556,"NAD83",136.78,"NAVD88",ST,22338431,02,300,1,115.10858962607352,-213.42904147198342,12.2340907802232,4.540725108351965,13.13,0.35,-0.03,-0.06,1.38,203.78576097251155,0.794,3.05,0.5,0.56,0.44,0.33,112.31389639755668,0.246,33.52,0.28,0.01,0.01,1.14,173.4281722572282,0.108,2.58,0.45,0.14,-0.18,1.35,202.15554548713436,0.817,0.424008958,168.30332780311565,26,13.167360000000002,758.5303571428572,0.459873659,17.32274186,0.140126341,0.136147080957239,0.4,95,80,50,0.018240026,70596031,98.67707189,2.814,475,14.646,94,29,143,22,19,31,126,123,1,16,65,120,174,221,246,237,198,135,79,24,1050,1052,73,71,88,81,102,94,98,103,92,81,85,82,93,94,22,38,38,3,9,0,11,2289.807,1605.981,11423,7891,953,100,81,0.064183292,13,urban,Maryland,MD,0.724048,3,200023331,0,02070010000088,19.2591,171.4914,9.4,0.00365,9.4,0,5421,1990,13.94451,166.17681,0.9690095829878348,114.6261,1082.8680629837856,-4.393169136132315,18.45915181293728,12.890962287363946,408.6413,21.19,21.26,21.52,20.87,21.82,22.11,21.95,21.06,0.34,0,29.34,26.52,10.1,4.79,0.04,19.09,0.04,1.32,0.18,0.1,6.2,0.28,1.61,0.03,0.33,0,29,26.61,10.56,4.93,0.04,19.06,0.05,1.33,0.14,0.16,5.85,0.3,1.62,0.03,608.1356,1529.788,607.6985,9.4129,4.2596,2.7532,109242.1791,10192.0047,109242.1791,10192.0047,0.0175,0.035,0,0.0583,8.2148,0.0175,0,54.89,0,45.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0725,2.7885,0,161.1045,0.5091,5.4005,150.4212,48.1078,1.3657,0.0278,14.0598,2.3257,4.4579,2.552,2.6694,2.0812,0.1226,0.1789,66.5153,2.649923204002595
nwis_01648010,2015,"ROCK CREEK AT JOYCE RD WASHINGTON, DC",USGS (Powell Center),38.96016667,-77.0420556,"NAD83",136.78,"NAVD88",ST,22338431,02,281,1,120.45849073816106,-219.3478907661675,12.335657968569599,4.358842924401016,14.09,0.34,-0.08,-0.04,1.35,205.243556730094,0.807,1.94,0.48,0.38,0.22,0.64,80.15242056191865,0.448,33.8,0.28,0,-0.02,1.16,177.12224552979254,0.192,2.73,0.44,0.12,-0.17,1.37,197.97781138598398,0.844,0.424008958,168.30332780311565,26,13.167360000000002,758.5303571428572,0.459873659,17.32274186,0.140126341,0.136147080957239,0.4,95,80,50,0.018240026,70596031,98.67707189,2.814,475,14.646,94,29,143,22,19,31,126,123,1,16,65,120,174,221,246,237,198,135,79,24,1050,1052,73,71,88,81,102,94,98,103,92,81,85,82,93,94,22,38,38,3,9,0,11,2289.807,1605.981,11423,7891,953,100,81,0.064183292,13,urban,Maryland,MD,0.724048,3,200023331,0,02070010000088,19.2591,171.4914,9.4,0.00365,9.4,0,5421,1990,13.94451,166.17681,0.9690095829878348,114.6261,1082.8680629837856,-4.393169136132315,18.45915181293728,12.890962287363946,408.6413,21.19,21.26,21.52,20.87,21.82,22.11,21.95,21.06,0.34,0,29.34,26.52,10.1,4.79,0.04,19.09,0.04,1.32,0.18,0.1,6.2,0.28,1.61,0.03,0.33,0,29,26.61,10.56,4.93,0.04,19.06,0.05,1.33,0.14,0.16,5.85,0.3,1.62,0.03,608.1356,1529.788,607.6985,9.4129,4.2596,2.7532,109242.1791,10192.0047,109242.1791,10192.0047,0.0175,0.035,0,0.0583,8.2148,0.0175,0,54.89,0,45.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0725,2.7885,0,161.1045,0.5091,5.4005,150.4212,48.1078,1.3657,0.0278,14.0598,2.3257,4.4579,2.552,2.6694,2.0812,0.1226,0.1789,66.5153,2.649923204002595
nwis_01648010,2016,"ROCK CREEK AT JOYCE RD WASHINGTON, DC",USGS (Powell Center),38.96016667,-77.0420556,"NAD83",136.78,"NAVD88",ST,22338431,02,289,1,87.56158062943443,-225.91219372735688,12.476515901724,4.207216245331763,14.4,0.34,-0.03,-0.02,1.36,203.80880163056437,0.832,1.75,0.5,0.45,0.26,0.41,96.92707814146785,0.551,34.09,0.26,0.04,-0.01,1.13,181.34220603818753,0.233,2.81,0.42,0.08,-0.16,1.38,202.91647631028943,0.845,0.424008958,168.30332780311565,26,13.167360000000002,758.5303571428572,0.459873659,17.32274186,0.140126341,0.136147080957239,0.4,95,80,50,0.018240026,70596031,98.67707189,2.814,475,14.646,94,29,143,22,19,31,126,123,1,16,65,120,174,221,246,237,198,135,79,24,1050,1052,73,71,88,81,102,94,98,103,92,81,85,82,93,94,22,38,38,3,9,0,11,2289.807,1605.981,11423,7891,953,100,81,0.064183292,13,urban,Maryland,MD,0.724048,3,200023331,0,02070010000088,19.2591,171.4914,9.4,0.00365,9.4,0,5421,1990,13.94451,166.17681,0.9690095829878348,114.6261,1082.8680629837856,-4.393169136132315,18.45915181293728,12.890962287363946,408.6413,21.19,21.26,21.52,20.87,21.82,22.11,21.95,21.06,0.34,0,29.34,26.52,10.1,4.79,0.04,19.09,0.04,1.32,0.18,0.1,6.2,0.28,1.61,0.03,0.33,0,29,26.61,10.56,4.93,0.04,19.06,0.05,1.33,0.14,0.16,5.85,0.3,1.62,0.03,608.1356,1529.788,607.6985,9.4129,4.2596,2.7532,109242.1791,10192.0047,109242.1791,10192.0047,0.0175,0.035,0,0.0583,8.2148,0.0175,0,54.89,0,45.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0725,2.7885,0,161.1045,0.5091,5.4005,150.4212,48.1078,1.3657,0.0278,14.0598,2.3257,4.4579,2.552,2.6694,2.0812,0.1226,0.1789,66.5153,2.649923204002595
nwis_01649190,2009,"PAINT BRANCH NEAR COLLEGE PARK, MD",USGS (Powell Center),39.03313889,-76.96427778,"NAD83",150.57,"NAVD88",ST,22336379,02,268,1,76.76061821018205,-214.8211051912666,11.425282673868,3.6145451233477734,12.35,0.34,-0.07,-0.01,1.36,204.35972448206982,0.8,0.4,0.5,0.6,0.44,0.14,25.07987720219836,0.161,31.3,0.28,0.09,0.03,1.04,170.89970153517572,0.245,1.85,0.41,0.18,-0.11,1.34,190.04864273270837,0.824,0.474267368653506,153.47952498825316,26,5.486400000000001,608.5361111111112,0.4411172499451,9.01607864149941,0.1588827500549,0.233861679485084,0.4,95,95,50,0.006080298,70594020,134.6734498,0.702,502,5.512,114,33,168,18,18,74,124,124,0,14,62,117,171,219,244,236,196,133,77,23,1081,1081,75,73,92,85,107,96,100,103,94,83,88,85,97,97,22,38,38,0,0,6,6,1035.649,1035.717,6013,6013,953,99,99,0.158997939,13,urban,Maryland,MD,0.971424,2,200042295,0,02070010000067,5.4333,33.9651,3.588,0.00697881,3.588,0,7421,4917,5.27804,33.80984,0.9954288372476454,122.2913,1100.3429715593045,-4.3248231926908245,18.612858413255463,13.125930970655029,408.7892,15.79,15.89,16.1,15.18,16.54,16.78,16.66,15.42,0.03,0,28.8,24.76,6.96,1.89,0.03,26.28,0.02,1.98,0.43,0.79,5.41,0.01,2.57,0.04,0.02,0,28.68,24.96,7.55,2.01,0.02,26.12,0.02,1.99,0.3,0.38,5.35,0,2.58,0.01,390.6203,1116.0322,612.5226,9.4831,4.2922,2.7746,0,0,0,0,0,0,0,0,6.5804,0,0,92.79,0,7.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0855,2.8223,0,148.5319,0.548,5.9641,148.7633,49.1103,0.9918,0.0848,14.6164,3.5875,6.3201,1.988,2.5352,2.7708,0.1289,0.4509,65.1524,2.6917124316378813
nwis_01649190,2010,"PAINT BRANCH NEAR COLLEGE PARK, MD",USGS (Powell Center),39.03313889,-76.96427778,"NAD83",150.57,"NAVD88",ST,22336379,02,297,1,96.72923114410672,-233.10580202396278,12.441528853336798,3.1421837549915685,13.04,0.36,-0.05,-0.03,1.37,199.45039648029478,0.763,0.39,0.46,0.48,0.38,0.27,62.727515881194265,0.166,34.09,0.27,0.02,-0.02,1.15,175.41810234817768,0.283,2.36,0.41,0.09,-0.16,1.37,191.65914376883774,0.843,0.474267368653506,153.47952498825316,26,5.486400000000001,608.5361111111112,0.4411172499451,9.01607864149941,0.1588827500549,0.233861679485084,0.4,95,95,50,0.006080298,70594020,134.6734498,0.702,502,5.512,114,33,168,18,18,74,124,124,0,14,62,117,171,219,244,236,196,133,77,23,1081,1081,75,73,92,85,107,96,100,103,94,83,88,85,97,97,22,38,38,0,0,6,6,1035.649,1035.717,6013,6013,953,99,99,0.158997939,13,urban,Maryland,MD,0.971424,2,200042295,0,02070010000067,5.4333,33.9651,3.588,0.00697881,3.588,0,7421,4917,5.27804,33.80984,0.9954288372476454,122.2913,1100.3429715593045,-4.3248231926908245,18.612858413255463,13.125930970655029,408.7892,15.79,15.89,16.1,15.18,16.54,16.78,16.66,15.42,0.03,0,28.8,24.76,6.96,1.89,0.03,26.28,0.02,1.98,0.43,0.79,5.41,0.01,2.57,0.04,0.02,0,28.68,24.96,7.55,2.01,0.02,26.12,0.02,1.99,0.3,0.38,5.35,0,2.58,0.01,390.6203,1116.0322,612.5226,9.4831,4.2922,2.7746,0,0,0,0,0,0,0,0,6.5804,0,0,92.79,0,7.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0855,2.8223,0,148.5319,0.548,5.9641,148.7633,49.1103,0.9918,0.0848,14.6164,3.5875,6.3201,1.988,2.5352,2.7708,0.1289,0.4509,65.1524,2.6917124316378813
nwis_01649190,2011,"PAINT BRANCH NEAR COLLEGE PARK, MD",USGS (Powell Center),39.03313889,-76.96427778,"NAD83",150.57,"NAVD88",ST,22336379,02,275,1,99.58261838070209,-260.1741105028053,12.1586363506944,3.383146580021015,13.35,0.33,-0.04,-0.01,1.36,201.63348897068343,0.778,0.41,0.48,0.55,0.47,0.18,17.215791111522606,0.177,33.31,0.27,0.05,0.01,1.17,171.69012479722304,0.186,2.16,0.42,0.17,-0.13,1.37,198.473391391843,0.827,0.474267368653506,153.47952498825316,26,5.486400000000001,608.5361111111112,0.4411172499451,9.01607864149941,0.1588827500549,0.233861679485084,0.4,95,95,50,0.006080298,70594020,134.6734498,0.702,502,5.512,114,33,168,18,18,74,124,124,0,14,62,117,171,219,244,236,196,133,77,23,1081,1081,75,73,92,85,107,96,100,103,94,83,88,85,97,97,22,38,38,0,0,6,6,1035.649,1035.717,6013,6013,953,99,99,0.158997939,13,urban,Maryland,MD,0.971424,2,200042295,0,02070010000067,5.4333,33.9651,3.588,0.00697881,3.588,0,7421,4917,5.27804,33.80984,0.9954288372476454,122.2913,1100.3429715593045,-4.3248231926908245,18.612858413255463,13.125930970655029,408.7892,15.79,15.89,16.1,15.18,16.54,16.78,16.66,15.42,0.03,0,28.8,24.76,6.96,1.89,0.03,26.28,0.02,1.98,0.43,0.79,5.41,0.01,2.57,0.04,0.02,0,28.68,24.96,7.55,2.01,0.02,26.12,0.02,1.99,0.3,0.38,5.35,0,2.58,0.01,390.6203,1116.0322,612.5226,9.4831,4.2922,2.7746,0,0,0,0,0,0,0,0,6.5804,0,0,92.79,0,7.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0855,2.8223,0,148.5319,0.548,5.9641,148.7633,49.1103,0.9918,0.0848,14.6164,3.5875,6.3201,1.988,2.5352,2.7708,0.1289,0.4509,65.1524,2.6917124316378813
nwis_01649190,2014,"PAINT BRANCH NEAR COLLEGE PARK, MD",USGS (Powell Center),39.03313889,-76.96427778,"NAD83",150.57,"NAVD88",ST,22336379,02,293,1,79.5579647605998,-137.54125895427393,12.26700703116,3.5252099381610256,12.2,0.35,-0.05,-0.05,1.37,205.02081840209024,0.744,0.57,0.48,0.56,0.46,0.35,90.38248068373126,0.163,33.61,0.28,0.01,0,1.14,173.63696436989375,0.113,2.23,0.45,0.19,-0.15,1.34,201.11466781329426,0.868,0.474267368653506,153.47952498825316,26,5.486400000000001,608.5361111111112,0.4411172499451,9.01607864149941,0.1588827500549,0.233861679485084,0.4,95,95,50,0.006080298,70594020,134.6734498,0.702,502,5.512,114,33,168,18,18,74,124,124,0,14,62,117,171,219,244,236,196,133,77,23,1081,1081,75,73,92,85,107,96,100,103,94,83,88,85,97,97,22,38,38,0,0,6,6,1035.649,1035.717,6013,6013,953,99,99,0.158997939,13,urban,Maryland,MD,0.971424,2,200042295,0,02070010000067,5.4333,33.9651,3.588,0.00697881,3.588,0,7421,4917,5.27804,33.80984,0.9954288372476454,122.2913,1100.3429715593045,-4.3248231926908245,18.612858413255463,13.125930970655029,408.7892,15.79,15.89,16.1,15.18,16.54,16.78,16.66,15.42,0.03,0,28.8,24.76,6.96,1.89,0.03,26.28,0.02,1.98,0.43,0.79,5.41,0.01,2.57,0.04,0.02,0,28.68,24.96,7.55,2.01,0.02,26.12,0.02,1.99,0.3,0.38,5.35,0,2.58,0.01,390.6203,1116.0322,612.5226,9.4831,4.2922,2.7746,0,0,0,0,0,0,0,0,6.5804,0,0,92.79,0,7.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0855,2.8223,0,148.5319,0.548,5.9641,148.7633,49.1103,0.9918,0.0848,14.6164,3.5875,6.3201,1.988,2.5352,2.7708,0.1289,0.4509,65.1524,2.6917124316378813
nwis_01649190,2015,"PAINT BRANCH NEAR COLLEGE PARK, MD",USGS (Powell Center),39.03313889,-76.96427778,"NAD83",150.57,"NAVD88",ST,22336379,02,277,1,75.15141304992211,-166.68612390831044,12.3989216103648,3.3616622474071107,13.23,0.32,-0.05,-0.05,1.34,207.16952787365238,0.797,0.49,0.51,0.46,0.31,0.53,90.73895626764211,0.14,33.97,0.28,0.01,-0.02,1.16,177.81241124692903,0.2,2.29,0.44,0.15,-0.15,1.36,196.8175104869127,0.814,0.474267368653506,153.47952498825316,26,5.486400000000001,608.5361111111112,0.4411172499451,9.01607864149941,0.1588827500549,0.233861679485084,0.4,95,95,50,0.006080298,70594020,134.6734498,0.702,502,5.512,114,33,168,18,18,74,124,124,0,14,62,117,171,219,244,236,196,133,77,23,1081,1081,75,73,92,85,107,96,100,103,94,83,88,85,97,97,22,38,38,0,0,6,6,1035.649,1035.717,6013,6013,953,99,99,0.158997939,13,urban,Maryland,MD,0.971424,2,200042295,0,02070010000067,5.4333,33.9651,3.588,0.00697881,3.588,0,7421,4917,5.27804,33.80984,0.9954288372476454,122.2913,1100.3429715593045,-4.3248231926908245,18.612858413255463,13.125930970655029,408.7892,15.79,15.89,16.1,15.18,16.54,16.78,16.66,15.42,0.03,0,28.8,24.76,6.96,1.89,0.03,26.28,0.02,1.98,0.43,0.79,5.41,0.01,2.57,0.04,0.02,0,28.68,24.96,7.55,2.01,0.02,26.12,0.02,1.99,0.3,0.38,5.35,0,2.58,0.01,390.6203,1116.0322,612.5226,9.4831,4.2922,2.7746,0,0,0,0,0,0,0,0,6.5804,0,0,92.79,0,7.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0855,2.8223,0,148.5319,0.548,5.9641,148.7633,49.1103,0.9918,0.0848,14.6164,3.5875,6.3201,1.988,2.5352,2.7708,0.1289,0.4509,65.1524,2.6917124316378813
